voc_trt_perd_itg_cd,voc_prod_sbt_id,voc_wjt_sorc_id,voc_type_itg_cd,voc_sttus_itg_cd,voc_trt_reslt_itg_cd,cust_clas_itg_cd,bprod_sbt_id,age_itg_cd,cont_sttus_itg_cd,new_date,opn_nfl_chg_date,cust_dtl_ctg_itg_cd,voc_trt_degr_div_itg_cd,voc_dupl_tmscnt,oos_cause_type_itg_cd,voc_trt_need_time_itg_cd,engt_cperd_type_itg_cd,engt_tgt_div_itg_cd,cont_fns_pam_date,voc_mis_pbls_yn,fclt_oos_yn,cust_snsry_base_conf_need_time,trm_yn
_,1001027747,360,10009,10002,_,G,1000737200,46,10001,20080527,20080527,10002,20001,0,_,10001,15097,15249,20201216,N,_,0,N
_,1001027848,1646,10009,10002,_,_,1000003237,_,10001,20121213,20121213,90056,20001,0,10099,10001,15097,15244,20151212,N,N,0,N
10000,1000675278,3661,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001061190,656,10009,10002,_,L,1001060910,27,10001,20131010,20131010,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027709,1636,10003,10002,_,L,1000002525,54,10001,20111027,20111027,10003,20001,0,10231,10001,15097,15249,20181026,N,N,0,N
10000,1001027747,289,10009,10002,_,L,1000737200,46,10001,20050205,20050205,10002,20001,0,_,10001,15097,15249,20181227,N,_,0,N
_,1000784644,2064,10009,10002,_,I,1000784228,59,10001,20141120,20141120,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000808860,2174,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001044841,627,10007,10002,10011,F,1001044103,60,10001,20200408,20200408,90029,20002,0,_,10006,15097,15244,20230407,N,_,0,N
10000,1000669292,2391,10009,10002,_,H,1000258662,35,10005,20120319,20120319,10003,20002,0,_,10001,_,_,99991231,N,_,57,N
_,1001061190,2153,10009,10002,_,G,1001060910,58,10001,20200324,20200324,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10001,1001027710,294,10009,10002,_,L,1000002530,52,10001,20110829,20110829,90029,20001,0,_,10011,15097,15249,20160726,N,_,0,N
_,1001068598,463,10009,10002,_,I,1000001126,67,10001,20021219,20021219,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027746,294,10009,10002,_,L,1000702598,65,10001,20150807,20150807,10003,20001,0,_,10001,15097,15244,20180806,N,_,0,N
10000,-998,1519,10003,10002,_,L,1000851873,31,10001,20160206,20160206,10003,20001,0,10231,10001,15097,15277,20220826,_,N,0,N
10000,1001054929,3630,10009,10002,_,G,1001049618,21,10001,20200409,20200409,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000781558,312,10009,10002,_,F,1000767883,58,10001,20150227,20150302,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027746,380,10009,10002,_,L,1000702598,48,10001,20190521,20190521,90029,20001,0,10231,10001,15097,15244,20220520,N,N,0,N
10000,1001061190,329,10009,10002,_,L,1001060909,51,10001,20150520,20150520,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001060659,329,10009,10002,_,G,1001059435,12,10001,20191126,20191126,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,2537,10009,10002,10003,O,1000737200,41,10001,20190504,20190504,10002,20001,0,_,10001,15097,15244,20220503,N,_,0,N
_,1001028565,2106,10009,10002,10097,L,1000851873,35,10001,20170404,20170404,10002,20001,0,_,10001,15097,15277,20230409,N,_,0,N
_,1000781558,190,10009,10002,_,L,1000767883,35,10001,20100415,20100415,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000781558,2153,10009,10002,_,L,1000002571,50,10001,20110817,20110817,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027746,2153,10009,10002,_,L,1000702598,46,10001,20180130,20180130,10003,20001,0,_,10001,15097,15244,20210129,N,_,0,N
_,1001028488,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001044841,289,10009,10002,_,O,1001044103,60,10001,20190313,20190313,10003,20001,0,_,10001,15097,15244,20220312,N,_,0,N
_,1000811134,656,10009,10002,_,F,1000809257,13,10001,20180123,20180123,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,1560,10003,10002,_,L,1000737200,67,10001,20100505,20100505,10003,20001,0,10232,10003,15097,15249,20170627,N,N,0,N
10000,1000816813,360,10007,10002,_,F,1000813142,21,10001,20181119,20181119,10003,20002,0,_,10001,_,_,99991231,N,_,1,N
10000,1001027747,2153,10009,10002,_,I,1001046521,62,10001,20160119,20160119,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027710,1636,10003,10002,_,_,1000002530,_,10001,20090724,20090724,90024,20001,0,10242,10004,15097,15244,20141212,N,N,0,N
10000,1001047801,329,10009,10002,_,L,1001046523,45,10001,20170907,20170907,10003,20001,0,_,10003,_,_,99991231,N,_,0,N
_,1000671910,314,10009,10002,_,F,1000522564,35,10001,20150916,20150916,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027848,2085,10009,10002,_,_,1000003237,_,10001,20151026,20151026,90027,20001,0,10271,10001,15097,15244,20181025,N,N,0,N
10000,1000665328,3279,10009,10002,10081,O,1000001126,44,10001,20180329,20180329,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001033348,2317,10009,10002,_,G,1001033315,63,10001,20180404,20180404,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028565,1885,10003,10002,_,J,1000851881,70,10001,20150115,20150115,10019,20001,0,10246,10007,15098,15244,20220417,N,N,0,N
_,1001027819,2153,10009,10002,_,J,1001046520,38,10001,20180720,20180720,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047798,2012,10007,10002,_,L,1001046520,57,10001,20171127,20171127,10003,20002,0,_,10004,_,_,99991231,N,_,0,N
10001,1001027819,378,10007,10002,_,L,1000720809,49,10005,20150515,20150515,90029,20002,0,_,10013,15097,15244,20180514,N,_,1,N
10000,1000784644,279,10009,10002,_,F,1000784228,24,10001,20111109,20121123,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001074280,329,10009,10002,_,L,1001074231,21,10001,20160831,20160831,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028565,155,10007,10002,_,G,1000851873,49,10001,20200407,20200407,90029,20002,0,_,10001,15097,15244,20230406,N,_,357,N
_,1001027747,3811,10009,10002,_,I,1000737200,41,10001,20170411,20170411,10003,20001,0,_,10001,15097,15244,20200416,N,_,0,N
_,1001047801,3086,10009,10002,_,I,1001046523,45,10001,20120914,20120914,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001054927,2123,10009,10002,_,_,1001049616,19,10005,20180517,20180517,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027746,2056,10009,10002,_,F,1000702598,35,10003,20191016,20191016,10003,20001,0,_,10001,15097,15244,20221015,N,_,0,N
10000,1001027668,2064,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000779331,128,10009,10002,_,L,1001046524,34,10001,20181102,20181102,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028473,1578,10009,10002,_,G,1000851643,54,10001,20081206,20081206,10002,20001,0,10258,10001,15098,15244,20171125,N,N,0,N
10000,1001027808,1996,10007,10002,10026,_,1000003156,_,10005,20120824,20120824,90056,20002,0,_,10002,15097,15244,20160823,N,_,0,N
10000,1001027747,277,10009,10002,_,I,1000737200,74,10001,20180330,20180330,10002,20001,0,_,10001,15097,15244,20210329,N,_,0,N
_,1001027747,3522,10009,10002,10081,J,1000737200,27,10001,20180630,20180630,10002,20001,0,_,10001,15097,15244,20210629,N,_,0,N
_,1001027746,574,10009,10002,_,F,1000702598,39,10001,20160321,20190826,10003,20001,0,10270,10001,15097,15244,20190321,N,N,0,N
_,1001033344,140,10009,10002,_,I,1001033311,_,10001,20190809,20190809,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,-998,1519,10003,10002,_,F,1000001126,63,10001,19890617,19890617,10003,20001,0,10231,10004,_,_,99991231,_,N,0,N
_,1001028573,212,10009,10002,_,J,1000851881,36,10001,20181006,20181006,10003,20001,0,_,10001,15097,15244,20211005,N,_,0,N
10000,1000666013,128,10009,10002,_,_,1000001135,_,10001,20140701,20140701,90056,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001061190,656,10009,10002,_,L,1001060910,30,10001,20161031,20161031,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,2153,10009,10002,_,O,1001060911,56,10001,20150108,20150108,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028565,1885,10003,10002,_,L,1000851873,45,10001,20150804,20150804,10003,20001,0,10246,10001,15097,15244,20180803,N,N,0,N
10000,1001028565,574,10009,10002,_,I,1000851873,73,10007,10101,10101,10003,20001,0,_,10006,15097,15244,20230410,N,_,0,N
10000,1001028567,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,2106,10009,10002,10081,I,1000737200,51,10001,20170408,20170408,10002,20001,0,_,10001,15097,15244,20200407,N,_,0,N
10000,1000784644,360,10009,10002,_,I,1000784228,22,10001,20161025,20161025,10003,20001,0,_,10003,_,_,99991231,N,_,0,N
10000,1001027747,289,10009,10002,_,L,1000737200,31,10001,20150316,20150316,10003,20001,0,_,10001,15097,15249,20220212,N,_,0,N
10000,1000665328,283,10009,10002,_,F,1000001126,56,10001,19900327,19900327,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,-998,1519,10003,10002,_,F,1000001126,56,10002,20200311,20200311,90029,20001,0,10237,10001,_,_,99991231,_,N,0,N
_,1001028573,574,10009,10002,_,L,1000851881,36,10001,20171226,20171226,90029,20001,0,10270,10001,15097,15244,20201225,N,N,0,N
10000,1001044841,447,10009,10002,_,_,1001044103,_,10001,20180726,20180726,90027,20001,0,10231,10001,15097,15244,20210725,N,N,0,N
10000,1001044841,2540,10003,10002,_,F,1001044103,68,10001,20200120,20200120,10002,20001,0,10258,10002,15097,15244,20230119,N,N,0,N
_,1001044841,312,10009,10002,_,F,1001044103,20,10001,20160912,20160912,10003,20001,0,_,10001,15097,15244,20191008,N,_,0,N
_,1001027747,2106,10009,10002,10098,J,1000737200,55,10001,20150422,20150422,10003,20001,0,_,10001,15097,15277,20230409,N,_,0,N
10000,1000665328,2153,10009,10002,_,L,1000767880,65,10001,20121114,20121114,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665870,656,10009,10002,_,J,1000001126,72,10001,20110401,20110401,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028473,2106,10009,10002,10081,L,1000851643,50,10001,20130315,20130315,10002,20001,0,_,10001,15098,15244,20180622,N,_,0,N
10000,1001044841,463,10009,10002,_,L,1001044103,35,10005,20190409,20190409,10019,20001,0,_,10001,15097,15244,20220408,N,_,0,N
_,1001027747,294,10009,10002,_,J,1000737200,41,10001,20160425,20160425,10002,20001,0,_,10001,15097,15244,20190424,N,_,0,N
10000,1001027836,2153,10009,10002,_,G,1000767879,49,10001,20111014,20150729,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,360,10009,10002,_,F,1000001126,45,10001,20150924,20150924,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027746,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,360,10009,10002,_,_,1000737200,21,10001,20120706,20200410,10002,20001,0,_,10001,15097,15244,20150705,N,_,0,N
_,1001054413,292,10009,10002,_,J,1000702598,51,10001,20190920,20190920,90029,20001,0,_,10001,15097,15244,20220919,N,_,0,N
_,1001047798,656,10009,10002,_,I,1001046520,48,10001,20170227,20170227,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027836,3303,10009,10002,10026,L,1000003205,60,10005,20100601,20100601,10002,20001,0,_,10001,15097,15244,20120601,N,_,0,N
_,1000792727,2177,10009,10003,_,L,1001060910,50,10001,20100224,20100224,10019,20002,0,_,10038,_,_,99991231,N,_,0,N
_,1000781558,3086,10009,10002,_,J,1000767883,25,10001,20160425,20160425,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027746,3424,10009,10002,10081,J,1000702598,44,10001,20080704,20080704,10002,20001,0,_,10001,15097,15249,20180709,N,_,0,N
10000,1000665870,128,10009,10002,_,F,1000001126,64,10001,20190321,20190321,10002,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028710,2153,10009,10002,_,G,1001046521,57,10001,20200102,20200102,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001054927,3086,10009,10002,_,I,1001049616,23,10001,20110314,20110314,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027499,2142,10009,10002,_,L,1000737200,31,10001,20200309,20200309,10003,20001,0,_,10001,15097,15244,20230308,N,_,0,N
_,1001028473,289,10009,10002,_,I,1000851643,32,10001,20141127,20141127,10002,20001,0,_,10001,15098,15244,20220325,N,_,0,N
_,1000665328,2153,10009,10002,_,I,1000001126,63,10001,19861222,19861222,10002,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,128,10009,10002,_,F,1000001126,33,10001,20200326,20200326,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,2056,10009,10002,_,J,1000737200,33,10001,20161123,20161123,10003,20001,0,_,10001,15097,15244,20191122,N,_,0,N
_,1000819129,3086,10009,10002,_,F,1000675828,11,10001,20171219,20171219,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001072600,525,10009,10002,_,F,1001072528,70,10001,20080704,20080704,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,363,10009,10002,_,I,1000001126,59,10001,20180102,20180102,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001044841,2055,10009,10002,_,G,1001044103,35,10007,10101,10101,90029,20001,0,_,10001,15097,15244,20230413,N,_,0,N
10003,1000665328,155,10011,10002,_,_,1000001126,_,10001,20110622,20110622,90029,20001,0,_,10029,_,_,99991231,N,_,0,N
10000,1000781558,3086,10009,10002,_,I,1000767883,51,10001,20170204,20170204,10003,20001,0,_,10001,_,_,99991231,N,_,0,Y
10000,1001027819,3531,10009,10002,10081,L,1000720809,29,10001,20151117,20151117,10003,20001,1,_,10001,15097,15244,20190617,N,_,0,Y
10000,1001027746,2056,10009,10002,_,L,1000702598,45,10001,20180201,20180201,10002,20001,0,_,10001,15097,15244,20210502,N,_,0,N
10000,1000816813,2174,10009,10002,_,L,1000813142,51,10005,20180219,20180219,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027710,2055,10007,10002,_,G,1000002530,63,10001,20110831,20110831,90029,20002,0,_,10001,15097,15249,20190512,N,_,0,N
10000,1001061190,155,10009,10002,_,G,1001060910,19,10005,20191205,20191205,10003,20001,0,_,10003,_,_,99991231,N,_,0,N
_,1001028565,574,10009,10002,_,I,1000851873,67,10001,20150610,20150610,10003,20001,0,10270,10001,15097,15244,20180609,N,N,0,N
10000,1000665328,463,10009,10002,_,_,1000001126,_,10001,20160325,20160325,90027,20001,0,_,10001,_,_,99991231,N,_,0,Y
10000,1001047801,2153,10009,10002,_,L,1001046523,41,10001,20151024,20151024,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028597,1886,10009,10002,_,J,1000851881,62,10001,20141101,20141101,10003,20001,0,_,10001,15098,15244,20201114,N,_,0,N
_,1001061191,2174,10009,10002,_,O,1001060909,22,10001,20120220,20120220,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,155,10007,10002,_,F,1000737200,29,10001,20191212,20191212,10002,20002,0,_,10001,15097,15244,20221211,N,_,1,N
10000,1001027747,459,10009,10002,10003,J,1000737200,37,10001,20050926,20050926,10002,20001,0,_,10001,15097,15249,20170930,N,_,0,N
10000,1001027819,1636,10003,10002,_,L,1000720809,64,10001,20150319,20150319,10003,20001,0,10268,10002,15097,15244,20180318,N,N,0,N
10000,1001044841,2391,10009,10002,_,_,1001044103,_,10001,20191210,20191210,90029,20001,0,_,10001,15097,15244,20221209,N,_,0,N
10000,1000808865,363,10009,10002,_,I,1000804984,21,10001,20100906,20100906,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000669264,2153,10009,10002,_,I,1000258618,79,10001,20160125,20160125,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000781558,656,10009,10002,_,L,1000767883,36,10001,20150408,20150408,90024,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001044841,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,2084,10007,10002,_,I,1000737200,61,10007,10101,10101,90029,20002,0,_,10001,15097,15244,20230417,N,_,0,N
_,1001047801,203,10009,10002,_,L,1001046523,45,10001,20180122,20180122,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027710,3424,10009,10002,10082,L,1000002530,42,10001,20111109,20111109,10002,20001,0,_,10001,15097,15249,20190301,N,_,0,N
_,1000665328,3291,10009,10002,10026,F,1000001126,48,10005,20020528,20020528,10002,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,155,10009,10002,_,_,1000001126,_,10001,20140425,20140425,90024,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027710,393,10003,10005,_,_,1000002530,_,10001,20071220,20071220,90024,20001,0,_,10038,15097,15244,20110226,N,_,0,N
_,1001027848,2057,10009,10002,_,O,1000003237,_,10001,20140814,20140814,90029,20001,0,_,10001,15097,15244,20170813,N,_,0,N
10000,1001047799,3086,10009,10002,_,L,1001046521,54,10001,20170927,20170927,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001044841,377,10007,10002,_,J,1001044103,64,10001,20121120,20121120,10002,20002,0,_,10002,15097,15277,20230409,N,_,0,N
_,1000781558,2153,10009,10002,_,J,1000767883,30,10001,20180226,20180226,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001072105,2174,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027710,3339,10009,10002,10080,J,1000002530,60,10003,20140227,20140227,10003,20001,0,_,10001,15097,15244,20170619,N,_,0,N
10000,1001027818,2539,10003,10002,_,I,1000737200,46,10001,20140327,20140327,10003,20001,0,10242,10003,15097,15244,20170326,N,N,0,N
_,1001035939,2056,10009,10002,_,F,1001034675,60,10003,20130703,20130703,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,3209,10009,10002,10026,F,1000737200,_,10005,20030530,20030530,90029,20001,0,_,10001,15097,15244,20170612,N,_,0,N
_,1001047798,2153,10009,10002,_,I,1001046520,50,10001,20130617,20130617,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001061190,3086,10009,10002,_,L,1001060910,45,10001,20160723,20160723,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001044841,574,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028565,2153,10009,10002,_,L,1000748614,48,10001,20080612,20080612,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001044841,294,10009,10002,_,I,1001044103,38,10001,20160709,20160709,10002,20001,0,_,10001,15097,15244,20190708,N,_,0,N
10000,1001030634,128,10009,10002,_,J,1001060911,43,10001,20150909,20150909,90024,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027746,3303,10009,10002,10026,I,1000702598,68,10005,20170321,20170321,10003,20001,0,_,10001,15097,15244,20200320,N,_,0,N
10000,1001027746,1636,10003,10002,_,L,1000702598,85,10001,20180625,20180625,10003,20001,0,10239,10003,15097,15244,20210624,N,N,0,N
_,1001035940,3086,10009,10002,_,_,1001034676,39,10001,20200410,20200410,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,140,10009,10002,_,F,1000001126,61,10001,20110318,20110318,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10001,-998,1519,10003,10002,_,_,1001044103,_,10001,20170904,20180314,90056,20001,0,10239,10014,15097,15244,20200904,_,N,0,N
_,1001047801,2174,10009,10002,_,L,1001046523,42,10001,20140514,20140514,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001044841,329,10009,10002,_,F,1001044103,59,10001,20190926,20190926,90029,20001,0,_,10001,15097,15244,20220925,N,_,0,N
10000,1001027746,360,10009,10002,_,I,1000702598,39,10001,20151224,20151224,10002,20001,0,_,10001,15097,15249,20220213,N,_,0,N
10000,1001027819,3812,10009,10002,_,F,1000720809,_,10001,20160122,20190502,90029,20001,0,_,10001,15097,15244,20190121,N,_,0,Y
_,1001048256,128,10009,10002,_,L,1000001126,32,10001,20181220,20181220,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027746,2153,10009,10002,_,I,1000001126,40,10001,20170531,20170531,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047798,3086,10009,10002,_,L,1001046520,61,10001,20110801,20110801,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047798,656,10009,10002,_,G,1001046520,54,10001,20200324,20200324,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000792727,2177,10009,10003,_,G,1000851881,60,10001,20170530,20170530,10003,20002,0,_,10038,15097,15244,20200529,N,_,0,N
_,1000665328,2153,10009,10002,_,I,1000784228,49,10001,20121026,20121026,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,289,10009,10002,_,F,1000001126,80,10003,19791102,19791102,10003,20001,0,_,10001,_,_,99991231,N,_,0,Y
10000,1000665328,1883,10003,10002,_,L,1000001126,63,10001,20040103,20040103,10003,20001,0,10269,10007,_,_,99991231,N,N,0,N
_,1000667147,2174,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000670060,128,10009,10002,_,G,1001076319,60,10001,20200402,20200402,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001061191,3800,10009,10002,_,O,1001060911,52,10001,20170911,20170911,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047802,2153,10009,10002,_,L,1001046524,64,10001,20160602,20160602,90027,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000671959,656,10009,10002,_,L,1001049617,23,10001,20171110,20171110,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027831,155,10009,10002,_,F,1000725737,50,10007,10101,10101,10003,20001,0,_,10001,_,_,99991231,N,_,0,Y
_,1000665328,3693,10009,10002,10026,G,1000001126,54,10005,19951030,19951030,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10001,1001027747,2391,10017,10002,_,L,1000737200,39,10003,20181203,20181203,10003,20001,0,_,10011,15097,15244,20220328,N,_,0,N
10000,1001047799,329,10009,10002,_,I,1001046521,50,10001,20180201,20180201,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001061189,329,10009,10002,_,G,1001060909,40,10001,20200120,20200120,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001061190,128,10009,10002,_,L,1001060910,49,10001,20001104,20001215,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000781555,2064,10009,10002,_,I,1000767881,45,10001,20170821,20170821,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001066350,2788,10009,10002,_,_,1001066108,_,10001,20200409,20200409,90056,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,466,10009,10002,_,G,1000001126,65,10001,19850924,19850924,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028473,341,10009,10002,_,G,1000851643,61,10001,20130528,20130528,10002,20001,0,_,10001,15097,15244,20160527,N,_,0,N
10000,1000669263,2174,10009,10002,_,F,1000258616,75,10001,20121025,20121025,10003,20001,0,_,10001,_,_,99991231,N,_,0,Y
